ID,Name,Producer,Group,Type,Standard (ASBC/EBC/ION),Moisture (%),"Extract, F.G. dry (%)",Extract (L/KG),Fine-coarse difference (EBC),Potential (SG),Color (EBC),Diastatic power (ºWK),Protein Total (%),Soluble protein (%),Total Nitrogen (%),Soluble Nitrogen (mg/100g),Max in Batch (%),FAN (mg/g),Alpha Amylase (Dry min),Beta Glucans (mg/l),Saccharification time (min),Viscosity (mPa.s),DMS-P,Kolbach Index,Friability (%),Wort pH,Country,Notes,
4b444594-52e3-4af9-80b2-42dc60f56ab0,Cocoa,Double Eagle Malt,roasted,grain,ASBC,,,,,,443.3,,,,,,,,,,,,,,,,US,"Our signature chocolate is roasted a bit lighter than commercial examples contributing smooth roasty chocolate flavors without bitterness or astringency. Available from 2-Row barley, wheat or rye.",
8f665035-e0c3-4196-86f0-ecee3a36d097,Cocoa Dark,Double Eagle Malt,roasted,grain,ASBC,,,,,,689.5,,,,,,,,,,,,,,,,US,"Traditional dark roasted chocolate malt contributes rich, roasty, chocolate flavor. Perfect for stouts or other dark beer styles. Available from 2-Row barley, wheat or rye.",
3af59e85-d648-400d-b584-c23971944b8f,Black Magic,Double Eagle Malt,roasted,grain,ASBC,,,,,,1083.5,,,,,,,,,,,,,,,,US,Black roasted malt made from Pennsylvania hard red winter wheat. Adds significant color with less roastiness than husked grains which retain astringency.,
c927c025-7866-4327-8057-ab0dff8a08a6,Gambrinus Pale Malt,Gambrinus Malting,base,grain,ASBC,5.5,81,,,,5.4,,11.5,,1.84,,100,,,,,,,,,,Canada,"Our plump 2-row European-style pale ale malt is the base for all beers, and is processed from premium Canadian 2-row barley. Gambrinus Pale Malt is known for its fresh barley and bready character with background notes of biscuit, grain, honey, and hints of nutty and green tea flavor. Use for styles where a rich malt flavor can be shown off, or where a strong malt backbone is needed to balance other strong flavors – IPA, pale ale, brown ale, golden ale, or Scottish and Belgian ales. ",
c806f280-49eb-440b-ac92-80f9cad04411,Gambrinus Organic Pale Malt,Gambrinus Malting,base,grain,ASBC,5.5,80,,,,5.4,,11.5,,1.84,,100,,,,,,,,,,Canada,"Our plump 2-row European-style pale ale malt is an outstanding base for any craft beer. Processed from premium Canadian 2-row barley. Gambrinus Organic Pale Malt is known for its honey and bready character with background notes of fresh barley, grain, brown sugar, green tea, and graham cracker. Use for styles where a rich malt flavor can be shown off, or where a strong malt backbone is needed to balance other strong flavors – IPA, pale ale, brown ale, golden ale, or Scottish and Belgian ales. ",
8f49da30-8fff-4531-972b-a71ae7c7aaa9,Gambrinus BC Pale Malt,Gambrinus Malting,base,grain,ASBC,5.5,80,,,,5.4,,11.5,,1.84,,100,,,,,,,,,,Canada,"Made from British Columbia-grown barley, this 2-row European-style pale ale malt is an outstanding base for craft brewers and distillers everywhere. With its characteristic blend of mellow fresh grain, sweet cookie, bread, honey, green tea, and graham cracker flavors, this region-specific malt adds a sense of place to any North American craft ale or malt whisky. ",
e3c753df-6994-42d1-a4aa-cc3538bbd9e3,Gambrinus ESB Pale Malt,Gambrinus Malting,base,grain,ASBC,5.5,80,,,,8.1,,13,,2.08,,100,,,,,,,,,,Canada,"Our 'Extra Special British' Pale malt is malted for brewers seeking the unique flavor imparted by British Pale Malt. Gambrinus has modified its malting process to give you a distinctive malt traditionally found only on the British Isles. As you’d expect from the name, our ESB Pale Malt is ideal for authentic English-style bitter, pale ale, and IPA. With its robust bread, cereal, caramel, grain, honey, and nutty flavors, it also makes a great base for full-flavored styles like Scottish ales, Imperial IPA, American strong ale, old ale, or barley wine. ",
c5cc9557-dfb7-4e54-a4db-1c5dd9a4e813,Gambrinus Pilsner Malt,Gambrinus Malting,base,grain,ASBC,5.5,81,,,,3.6,,11.5,,1.84,,100,,,,,,,,,,Canada,"Processed from the finest Canadian two-row available, this very low protein base malt is versatile in a wide range of beer styles. Expect delicate flavors of fresh barley, grain, honey, and bread, along with distinctive nutty character and suggestions of vanilla when used as the base for classic Pilsner, Kölsch, pale lager, Belgian ale, session IPA, and blond ale; or as a portion of the grist for Hefeweizen or Witbier.",
a7dfcc3f-953f-497b-9973-48e386bc5c4e,Gambrinus Organic Pilsner Malt,Gambrinus Malting,base,grain,ASBC,5.5,80,,,,3.6,,11.5,,1.84,,100,,,,,,,,,,Canada,"Processed from the finest Canadian 2-row available, this very low protein organic base malt is versatile in a wide range of organic beer styles. Expect delicate flavors of sugar cookie, grain, honey, and bread along with distinctive nutty character and suggestions of fresh barley when used as the base for classic Pilsner, Kölsch, pale lager, Belgian ale, session IPA, and blond ale; or as a portion of the grist for Hefeweizen or Witbier.",
dda1f446-18a8-416b-9e71-fd3ac04c1a94,Gambrinus Vienna Malt,Gambrinus Malting,base,grain,ASBC,5.5,81,,,,14.8,,13,,2.08,,100,,,,,,,,,,Canada,"This mellow kilned malt is the missing link between a Pale and Munich malt. It is ideal for any amber beer, adding a balanced malty character with strong suggestions of honey, toffee, and caramel. Use at up to 100% for traditional Vienna, Märzen, and other amber beer styles, or as a smaller fraction of the grist to add cereal, biscuit, and toasty notes to pale ale or IPA, Kölsch and blonde ales, or Belgian styles. ",
2e1b38ae-1cb4-4fdc-bf30-ac907696c17c,Gambrinus Munich Light 10L,Gambrinus Malting,base,grain,ASBC,5.5,81,,,,32.1,,13,,2.08,,100,,,,,,,,,,Canada,"Seeking a well-balanced malty beer?  This plump, sweet, and mellow Munich malt delivers impressions of toast, pretzel, toffee, and caramel, with nutty and cereal grain background notes. Ideal as the base malt for amber or red ales, Altbier, Scottish ales, and traditional Bavarian lagers; we also recommend small inclusions for pale ale, IPA, and other styles to intensify color and boost the perception of maltiness without the sweetness of caramel malt.",
25799963-5d12-4c83-b388-7123a991b4d2,Gambrinus Organic Munich Light 10L,Gambrinus Malting,base,grain,ASBC,5.5,81,,,,32.1,,13,,2.08,,100,,,,,,,,,,Canada,"Seeking a well-balanced malty beer?  This plump, sweet and mellow Munich malt delivers impressions of bread crust, toast, pretzel, toffee, and caramel with woody background notes. Ideal as the base malt for organic versions of amber or red ales, Altbier, Scottish ales, and traditional Bavarian lagers; we also recommend small inclusions for pale ale, IPA, and other styles to boost the perception of maltiness without the sweetness of caramel malt.",
f38bb598-410e-4e52-b9fe-43b413822e78,Gambrinus Munich Dark 30L,Gambrinus Malting,,grain,ASBC,5.5,81,,,,92.1,,13,,2.08,,30,,,,,,,,,,Canada,"A very deeply-kilned Munich malt that combines the color and flavor characteristics of roasted malt with the mellowness of Munich malt. As up to 30% of the grain bill for dark lagers, Altbier, Doppelbock, dark Belgian beers, and brown or red ales, Gambrinus Munich Dark 30L adds a gorgeous red color with notes of bread crust, toffee, brown sugar, caramel, cereal, and toast.",
96504200-3b15-4723-913a-3ed24e614b08,Gambrinus Honey Malt,Gambrinus Malting,specialty,grain,ASBC,5.5,80,,,,65.4,,13,,2.08,,20,,,,,,,,,,Canada,"Honey malt is the best description for European malt known as 'Brühmalz'. Its intense malty sweetness makes it perfect for any specialty beer. This highly versatile, multifaceted malt brings flavors of honey, bread crust, toast, pretzel, grain, and a hint of tartness. Great for adding depth and complexity to the malt profiles of styles like Märzen/Festbier, Bock, Dunkel, Altbier, Scottish ale, brown ale or mild ale, pale ale, and many more. ",
f9577966-18a0-44b2-abba-5b5fa50bab03,Gambrinus Wheat Malt,Gambrinus Malting,,grain,ASBC,5.5,78,,,,5.4,,16,,2.56,,30,,,,,,,,,,Canada,"Our plump, malted soft white wheat is of low protein. At an inclusion rate of up to 10%, Gambrinus Wheat Malt can be an additional source for body and head retention with minimal flavor contribution in any formulation. When it comprises a higher percentage of the grist for American wheat or blonde ales, Hefeweizens, or Witbiers, it imparts warm flavors reminiscent of bread, dough, and baked goods.",
1a0de705-a1b8-4c6c-8446-a09eb9b82611,Gambrinus Organic Wheat Malt,Gambrinus Malting,,grain,ASBC,5.5,84,,,,5.4,,14.5,,2.32,,30,,,,,,,,,,Canada,"Our plump, malted soft white wheat is of low protein. At an inclusion rate of up to 10%, Gambrinus Organic Wheat Malt can be an additional source for body and head retention with minimal flavor contribution in any formulation. When it comprises a higher percentage of the grist for American wheat or blonde ales, Hefeweizens, or Witbiers, it imparts warm flavors reminiscent of bread, dough, and baked goods.",
44ba5702-07fa-42a4-8230-d48780af2821,Gambrinus Rye Malt,Gambrinus Malting,,grain,ASBC,5.5,84,,,,8.1,,11,,1.76,,20,,,,,,,,,,Canada, Earthy and sweet cereal notes with mild spiciness and suggestions of toast and dough. ,
12c7b17f-ba34-4248-b2e7-519240ca5a3f,Ale Malt,Gladfield Malt,base,grain,EBC,3.5,80.5,,,,5.7,190,,,1.5,,100,130,,,10,,,38,93,6,New Zealand,"This is a base malt with a distinctly English character, suitable for many beer styles.",
8edcc631-2fe1-43e2-be90-b1b54a1fbd28,American Ale Malt,Gladfield Malt,base,grain,EBC,3.5,80.5,,,,5,200,,,1.65,,100,135,,,10,,,38,91,6,New Zealand,Base malt for use in hop-forward beers.,
443a93aa-9e70-41a0-b281-cd6e69e8f91b,Aurora Malt,Gladfield Malt,base,grain,EBC,3,81,,,,46,170,,,1.65,,100,125,,,10,,,40,88,5.9,New Zealand,Aurora Malt adds a rich malt flavour to beers.,
1fa8ea5c-88d5-4225-bda2-790f539b1b42,Big O – Malted Oats,Gladfield Malt,base,grain,EBC,1.22,59.83,,,,4.38,,,,1.72,,20,125.61,,,10,,,30.08,,5.97,New Zealand,"Big O- Malted oats are a great addition to use instead of a rolled or flaked product. Whole oats are fully modified and kilned to give a rich oat, nutty flavour. Big O -Malted Oats have a few great attributes that make a preferred product for Stouts and Hazy IPAs: They have a large, thick husk which greatly aids in sparging and run-off. They have much more flavour – kilned to enhance the nutty, oaty flavours and bring more to the table than a flaked product. They bring the same silky smoothness to a beer that a rolled oat will. Big O provides a better haze than rolled oats alone in your hazy IPAs. Some brewing notes: The oats and husk will absorb more water so be prepared to increase the amount of your strike water. Mix the oats with the barley during milling to help deliver an even crush.",
7ee7343a-4221-405a-a758-a380440973b7,Biscuit Malt,Gladfield Malt,specialty,grain,EBC,5,74,,,,80,,,,,,15,,,,,,,,,5.15,New Zealand,Add Biscuit Malt to impact a dry toasted biscuit flavour without adding much additional colour to the final beer.,
6fcb9634-be5a-4562-afd2-827fa5a9e51e,Black Forest Rye Malt,Gladfield Malt,specialty,grain,EBC,4.5,71,,,,88,,,,,,10,,,,,,,,,4.59,New Zealand,"Think of Shepherds Delight Malt, now open your mind to the possibility to brew a beer with the same great attributes that Shepherds Delight Malt offer (red colour, malty, currant and fruit cake flavours) using, And guess what, no one in the world produces anything like this malt, so you are you in for a treat.   Rye as the grain. The possibilities are huge. Add spiciness to Old Ales, add complexity to ESB, Pale Ales, you name it.",
d890b76a-5cd8-4101-8e89-54463810c1a1,Brown Malt,Gladfield Malt,specialty,grain,EBC,5,74,,,,170,,,,,,15,,,,,,,,,4.81,New Zealand,"Brown Malt imparts a rich dry biscuit, nutty, light roasted flavour and gives the beer a deep amber hue. ",
39e64e67-f626-4cd8-aa37-cecac020c584,Chit Malt,Gladfield Malt,specialty,grain,EBC,10,,,,,6,,,,,,15,,,,,,,,,5.75,New Zealand,"The term chit in malting represents the first stage of germination, where the barley has taken up enough moisture from steeping to start the magic process of turning starch into soluble sugars to feed the this adjuncts. The flavour impact in a beer is minimum with subtle green, grassy raw grain flavour. As Chit malts contain mostly high-molecular proteins and sugars and thus retain many of the green, grassy characteristics of raw grain. One of its main purposes is to improve the finished beer’s body and foam stability.   Malt. It will leave long protein chains in the malt that the yeast won’t be able to digest its entirely during fermentation. This malt is a good alternative for raw  particularly high level of inherent starter enzymes, which contribute significantly to improving the conversion of starch, thus increasing the yield. The reason that the Chit Malt can improve body and foam is due to the process of modification of the starches in the grain by the enzymes still in the early stages when we start kilning  yeast during fermentation. Chit malt has a",
4c5efd8a-b47a-4c6e-ba36-179459baef28,Light Chocolate Malts,Gladfield Malt,specialty,grain,EBC,4.5,71,,,,950,,,,,,15,,,,,,,,,5.65,New Zealand,Gladfield Light Chocolate Malt is a lighter version of our Dark Chocolate Malt. It is produced in a similar way but roasted to a lower temperature and has a lighter colour. This malt gives fantastic roasted and espresso coffee like flavours. A great addition to Stouts and Porters.,
20ad71ee-5098-429e-a0f1-4e273123189c,Dark Chocolate Malt,Gladfield Malt,specialty,grain,EBC,4.5,71,,,,1300,,,,,,10,,,,,,,,,5.7,New Zealand,Gladfield Dark Chocolate Malt is dark in colour and light on astringency due to our unique roasting technique. It has lovely coffee/chocolate aromas and is a big hit with Porter and Stout drinkers. This malt must be used fresh.,
13d69706-fde1-4c87-b22b-fe4233da8d0e,Light Crystal Malt,Gladfield Malt,specialty,grain,EBC,6.5,78,,,,50,,,,,,,,,,,,,,,5.15,New Zealand,Adds mild sweet caramel flavours and body.,
77632769-7104-4fd1-82aa-a2dc01b3a973,Medium Crystal Malt,Gladfield Malt,specialty,grain,EBC,6,78,,,,105,,,,,,,,,,,,,,,4.84,New Zealand,Adds full sweet caramel flavours and body ,
09d4fac6-911d-48df-950f-842ba4eb4962,Dark Crystal Malt,Gladfield Malt,specialty,grain,EBC,6,78,,,,200,,,,,,,,,,,,,,,4.7,New Zealand,Adds a nutty bittersweet caramel flavour and body.,
782a6f8e-4a59-4d62-ae18-2b14693a8b0e,Eclipse Wheat Malt,Gladfield Malt,base,grain,EBC,2.5,74,,,,1400,,,,,,10,,,,,,,,,4.93,New Zealand,"1–2% for little to no flavour contribution, minor colour adjustment; 2–6% to add more colour with very smooth roasted coffee and chocolate notes; 7–10% in a larger ratio for more definite colour adjustment, roast character. velvety-smooth subtle",
2dbefb5c-0c1e-4b21-8edd-c582eeedd942,German Pilsner Malt,Gladfield Malt,base,grain,EBC,3.5,81,,,,4,250,,,1.6,,100,140,,,10,,,41,94,6,New Zealand,"Base malt for any beer style, light in colour with a clean sweet flavour.",
7171ec94-6b07-4bb7-959e-a58ea9f8b96c,Gladfield Naked Oats,Gladfield Malt,specialty,grain,EBC,4.6,,,,,2.8,,,,,,10,,,,,,,,,6.27,New Zealand,"Our take on a well sought after type of malt. Our Golden Naked Oats is made from New Zealand dehulled oats, chitted and then roasted on our roaster “Gabriella”. This malt brings mouthfeel and creaminess to malt forward and hoppy beers, essentially any type of beer can benefit from some amount of Golden Naked Oats.",
86f55c26-6bcd-49f9-9b8c-0267074ed44a,Gladiator Malt,Gladfield Malt,specialty,grain,EBC,5,82,,,,8,,,,,,15,,,,,,,,,5.54,New Zealand,"To provide extra foam stability, body and mouth feel to the brewed beer.",
b966c397-867c-46ec-a6c6-07f8fbae339b,Go Nutty -Roasted Oats,Gladfield Malt,specialty,grain,EBC,4.65,,,,,9.5,,,,,,20,,,,,,,,,5.61,New Zealand,"Go Nutty – Roasted Oats is our newest malt, launched as a limited release in 2020. We used hulled oats which have been roasted in our drum roaster to a lightly nutty, toasted flavour while still retaining a It This malt is a great addition to Stouts, Porters and Brown Ale.  Resembles the flavour of toasted sesame seeds.  light colour in the mash. It could add spiciness to Saisons and Dubble beers too. ",
af6087eb-45c7-468f-843a-b3a0e56086f4,Lager Light Malt,Gladfield Malt,base,grain,EBC,3.5,81,,,,2.7,250,,,1.6,,100,130,,,10,,,39,94,6,New Zealand,"A base malt for any style of beer. This malt is light in colour, with a sweet, clean flavour. ",
92fe4646-aeca-487b-8404-809c5d930b90,Maize Malt,Gladfield Malt,specialty,grain,EBC,6.28,58.92,,,,2.5,,,,1.59,,100,,,,10,,,17.83,,6.21,New Zealand,Maize Malt adds mild less malty flavour to beers. Provides a drier and crisper beer.,
deef9f9d-06d0-49ce-ad40-c9b809040657,Manuka Smoked Malt,Gladfield Malt,base,grain,EBC,3.8,81.5,,,,3.9,250,,,1.5,,100,135,,,10,,,40.5,95,6,New Zealand,Suitable for single malt distilling and brewing where a unique Manuka smoke characteristic is required.,
f1dadd25-aef3-4a17-9beb-76f536c9e1c3,Munich Malt,Gladfield Malt,base,grain,EBC,3,81,,,,14.5,170,,,1.65,,100,125,,,10,,,40,88,5.9,New Zealand,"Munich Malt is a base malt suitable for brewing German-style beers, or when a dry toasted nutty flavour is required.",
ae3836e2-a963-4789-8b6f-b3c063582646,Pilsner Malt,Gladfield Malt,base,grain,EBC,3.5,81,,,,3.8,250,,,1.6,,100,130,,,10,,,39,94,6,New Zealand,"As a base malt for any beer style. It is light in colour and imparts a sweet, clean flavour when brewed.",
bd7cc707-665b-426b-8ae1-c65bdf91c2eb,Organic Pilsner Malt,Gladfield Malt,base,grain,EBC,3.5,81,,,,3.75,250,,,1.6,,100,130,,,10,,,39,94,6,New Zealand,"As a base malt for any beer style. It is light in colour and imparts a sweet, clean flavour when brewed.",
9d9f0689-2f30-4dd4-b2ec-c71d625e01e1,RedBack Malt,Gladfield Malt,specialty,grain,EBC,6.5,78,,,,80,,,,,,15,,,,,,,,,5.55,New Zealand,"RedBack Malt adds malty, dried fruit and toasted flavours as well as a red hue.",
3571c96f-84c8-427f-a68e-58eeea9bfb13,Roasted Barley,Gladfield Malt,specialty,grain,EBC,4.5,72,,,,1350,,,,,,10,,,,,,,,,5.44,New Zealand,Adds a rich roast character and dark espresso like flavours.,
51760cea-19f5-45c4-a57b-298994a4cdc4,Roasted Wheat,Gladfield Malt,specialty,grain,EBC,4.5,71,,,,550,,,,,,15,,,,,,,,,5.46,New Zealand,Adds light roast coffee and chocolate flavours and unique wheat impact.,
674505c2-9a60-407d-81f0-cf8a19d6712d,Rye Malt,Gladfield Malt,base,grain,EBC,6,81,,,,10,,,,,,50,,,,10,,,60,,6.2,New Zealand,"Gives colour, spicy flavours and a clean, dry mouth feel.",
f5ca6b37-98c5-4ed8-b259-2720eadab000,Chocolate Rye Malt,Gladfield Malt,specialty,grain,EBC,3,74,,,,800,,,,,,5,,,,,,,,,4.84,New Zealand,Enhance aroma and flavour characters without imparting bitterness or astringency.,
cb418127-185c-42d7-8601-ab6bbb70aca5,Crystal Rye Malt,Gladfield Malt,specialty,grain,EBC,4.6,79,,,,110,,,,,,25,,,,,,,,,5.17,New Zealand,Complex crystal malt with a slightly spicy caramel finish and a nutty aroma. Superb in a range of beers including Pales and IPAs. Brings a new level of complexity to Golden Ryes and is fantastic in a rye lager where a little spiciness changes things up rather nicely.,
09f77e3e-9cce-48a8-9971-808c9636d2f8,Shepherds Delight Malt,Gladfield Malt,specialty,grain,EBC,5,78,,,,350,,,,,,10,,,,,,,,,4.53,New Zealand,"Provides a malty, toasted, cola flavour and a deep red hue to beers.",
264e5535-d4d9-4c82-ab61-28937643889b,Sour Grapes Malt,Gladfield Malt,,grain,EBC,6.5,26,,,,6,,,,,,5,,,,,,,,,3.8,New Zealand,Use to lower mash pH.,
add96864-b9a3-4b0f-b386-f6f6ace9d4c2,Supernova Malt,Gladfield Malt,specialty,grain,EBC,6,71,,,,135,,,,,,25,,,,,,,,,4.85,New Zealand,"Adds toasted, caramel, nutty flavours to a beer.",
84a9e45b-2a81-43ce-beee-f9206217452a,Toffee Malt,Gladfield Malt,specialty,grain,EBC,7.5,74,,,,20,,,,,,25,,,,,,,,,5.42,New Zealand,Toffee Malt adds toffee and honey flavours and has a low colour impact.,
eed5de82-e2c2-44a2-adbf-979d2960e1f1,Vienna Malt,Gladfield Malt,base,grain,EBC,3.5,80.5,,,,6.8,210,,,1.65,,100,140,,,10,,,40,,5.9,New Zealand,Vienna Malt has a sweet malty character and light toast malt flavour. Perfect for brewing a Vienna lager or a Märzen style beer. ,
6b8c1dff-f0cc-4cba-bc98-82b68249d19c,Wheat Malt,Gladfield Malt,base,grain,EBC,4.8,85,,,,4.1,260,,,1.7,,70,85,,,10,,,40,,5.9,New Zealand,For making wheat beers and to add body and head retention.,
35506407-0cc3-4708-85ea-c662a7686823,Pale High Color,Great Western Malting,base,grain,ASBC,4.2,,,,,5.9,,11.5,,1.84,,100,,,,,,,,,,Canada,"A rich base malt suitable for many styles including ales, robust dark beers and British beer styles. ",
3707fb12-8a75-4a9e-90f4-790d7c458ff8,Premium Two Row,Great Western Malting,base,grain,ASBC,4.2,,,,,3.9,,11.5,,1.84,,100,,,,,,,,,,Canada,An all-purpose base malt for all styles of beer,
004115f3-f983-497b-aa27-214fcea9d15a,Superior Pilsen,Great Western Malting,base,grain,ASBC,4.2,,,,,3.2,,10.7,,1.712,,100,,,,,,,,,,Canada,"Light base malt suitable for all beer styles including pilsner, light-colored lagers and ales",
3d42f8dd-1e6f-4276-b2d5-0e498f699f5e,White Wheat Malt,Great Western Malting,base,grain,ASBC,5,,,,,5.9,,10,,1.6,,100,,,,,,,,,,Canada,"Base malt for wheat beers including American & German Hefeweizen, wheat ale or lager and more",
103b32d3-0089-41ce-8d60-b1e213b475c6,Crystal 15 Malt,Great Western Malting,caramel,grain,ASBC,7.2,,,,,29.6,,11.5,,1.84,,25,,,,,,,,,,Canada,"Lager, pale ale, amber, IPA, barley wine and more",
c46efd14-f799-4a46-95f9-dc756a7a9552,Crystal 30 Malt,Great Western Malting,caramel,grain,ASBC,6,,,,,59.1,,11.5,,1.84,,20,,,,,,,,,,Canada,"Lager, pale ale, amber, IPA, barley wine and more",
b93157a0-f7fa-4b9c-9c0b-dbf5acc58966,Crystal 40 Malt,Great Western Malting,caramel,grain,ASBC,5.4,,,,,78.8,,11.5,,1.84,,20,,,,,,,,,,Canada,"Lager, pale ale, amber, IPA, barley wine and more",
af3e88d9-8f25-4291-a79e-45d8e6263469,Crystal 60 Malt,Great Western Malting,caramel,grain,ASBC,4.6,,,,,118.2,,11.5,,1.84,,15,,,,,,,,,,Canada,"Amber, IPA, porter, stout, barley wine, and more",
bfeb58dd-b8ec-4af4-a549-b59a7ecb5174,Crystal 75 Malt,Great Western Malting,caramel,grain,ASBC,4,,,,,147.8,,11.5,,1.84,,10,,,,,,,,,,Canada,"Amber, porter, stout, barley wine, dark lager, ale and more",
5dbb7c15-119a-4ad0-a0b8-65e742b407ed,Crystal 120 Malt,Great Western Malting,caramel,grain,ASBC,3,,,,,236.4,,11.5,,1.84,,10,,,,,,,,,,Canada,"Amber, porter, stout, barley wine, dark lager, ale and more",
6d36be88-ec65-4e07-898a-4494457226a1,Crystal 150 Malt,Great Western Malting,caramel,grain,ASBC,2.8,,,,,295.5,,11.5,,1.84,,10,,,,,,,,,,Canada,"Amber, porter, stout, barley wine, dark lager, ale and more",
c7cb298f-976a-4169-84db-df5fb571cad6,Crystal Wheat Malt,Great Western Malting,caramel,grain,ASBC,5,,,,,78.8,,10,,1.6,,20,,,,,,,,,,Canada,"Lager, pale ale, amber, IPA, barley wine and more",
5b9e205d-3faf-49e0-96c5-91ea87e60be4,Pure California Malt,Great Western Malting,,grain,ASBC,4.2,,,,,3.9,,11.5,,1.84,,100,,,,,,,,,,Canada,California-grown all-purpose base malt for all styles of beer.,
5577c459-3258-40ea-ad82-d4c3e80277c8,Pure Idaho Malt,Great Western Malting,,grain,ASBC,4.2,,,,,3.2,,10.7,,1.712,,100,,,,,,,,,,Canada,"Idaho-grown, pilsner base malt suitable for all beer styles",
47aabd34-8811-4bf8-83f4-272db2ae99bf,Pure Oregon Malt,Great Western Malting,,grain,ASBC,4.2,,,,,3.9,,11.5,,1.84,,100,,,,,,,,,,Canada,Oregon-grown all-purpose base malt for all styles of beer,
