ID,Name,Producer,Product ID,Type,Form,Species,End pH Min,End pH Max,Flavor/Aroma,Pitch,Pitch Temp ©,Tolerance (%),Attenuation Min (%),Attenuation Max (%),Flocculation (%),Temperature Min ©,Temperature Max ©,Best For,Description
5fa53d89-f0c4-46b3-9d30-5875a3d6e31a,Tartan,Imperial Yeast,A31,Ale,Liquid,Saccharomyces cerevisiae,,,,,,10,70,75,Medium,18,21,"Wee Heavy, Red Ale, American Brown Ale, Cream Ale, American Wheat Beer, Blonde Ale, Black IPA, Robust Porter, American Stout, Winter Seasonal Beer, American Barleywine, Imperial Stout, American Strong Ale, Wheatwine, English Mild, Bitter, Extra Special Bitter, Pale Ale, Stout, Irish Dry, English IPA, Stout, Oatmeal, Stout, Tropical, British Strong Ale, English Barleywine, Old Ale, Stout, Foreign Extra, California Common, American Amber Ale, American IPA, Red IPA, American Pale Ale, Imperial IPA, Altbier","Traditional Scottish brewers yeast strain, well suited for malt forward beers. Tartan is a traditional strain that accentuates the malt character of Scottish and other malt forward styles. But don't put it in a corner, it can also be used for other styles and works well in IPAs due to its clean fermentation character. For a higher ester profile, use this ale yeast at the top end of the temperature range."
c3e71dcd-5704-4877-b489-61cf40d8cc7f,Triple Double,Imperial Yeast,B48,Ale,Liquid,,,,,,,12,74,78,Medium,18,25,"Belgian Tripel, Belgian Golden Strong Ale, Belgian Dubbel, Belgian Quad, Trappist Single, Belgian Dark Strong Ale, Blonde Ale, Belgian Pale Ale","Classic high gravity Belgain strain for Trappist-style ales. The perfect strain for your classic abbey ales. Triple Double produces moderate esters with low to no phenolic characteristics. This strain is tried and true and works perfectly in a production environment. Keep an eye on Triple Double, it likes to sit on top of the wort throughout fermentation which may result in a slower than normal fermentation. This strain is very alcohol tolerant, so don't be afraid to throw high gravity worts its way."
418b26c6-e247-4322-883c-a4356fe0c805,Urkel,Imperial Yeast,L28,Lager,Liquid,,,,,,,10,71,75,Medium,11,14,"Czech Pilsner, Czech Amber Lager, Czech Dark Lager, American Lager, Pre-Prohibition Lager, Schwarzbier, American Lager, German Pils, Dunkels, Helles, Mexican Lager, Vienna Lager, Rauchbier, Dortmunder Export, Maibock, Bock, Marzen, Baltic Porter, Doppelbock, Eisbock, Bière de Garde","Excellent choice for your Czech lager fermentations. Urkel allows for a nice balance between hops and malt. This strain can be slightly sulphery during fermentation, but it cleans up during lagering. Fermentation at the higher end of the range will produce a beer with minimal sulfur and a light ester profile with that classic Czech edge you are looking for."
849844e3-cfbb-40aa-b48d-197707643ec8,Whiteout,Imperial Yeast,B44,Ale,Liquid,Saccharomyces cerevisiae,,,,,,10,72,76,Medium Low,17,22,"Hefeweizen, Witbier, Belgian IPA, Trappist Single, Saison","The go-to brewing yeast strain for wit beers. Whiteout produces an excellent balance of spicy phenolic character and esters. Along with the necessary aromatics, this strain produces a significant amount of acidity which is perfect for wits and other light colored Belgian ales. Whiteout can be flocculent during fermentation, then become non-flocculent at the end. This may lead to slower than normal fermentation."
e2542a83-9720-47e5-94f6-6a7e762c864a,Voyager,Imperial Yeast,A05,Ale,Liquid,,,,,,,,,,,,,,
a43ccd0b-71d4-4cde-bdd8-f607215ffd0c,Julius,Imperial Yeast,A34,Ale,Liquid,,,,,,,,,,,,,,
d4562c32-1eee-46ee-b153-9efb4f9b4d37,LalBrew Abbaye,Lallemand,,,Dry,Saccharomyces cerevisiae,,,,,,,74.7127,,Medium High,17,25,"Belgian White, Belgian Blonde, Belgian Golden, Dubbel, Tripel, Quad","LalBrew Abbaye is an ale yeast of Belgian origin. Selected for its ability to ferment Belgian style beers ranging from low to high alcohol, LalBrew Abbaye produces the spiciness and fruitiness typical of Belgian and Trappist style ales. When fermented at higher temperatures, typical flavors and aromas include tropical, spicy and banana. At lower temperatures, LalBrew Abbaye produces darker fruit aromas and flavors of raisin, date, and fig."
77603489-a1a9-4a92-9d42-5cd85c8299c1,LalBrew Belle Saison,Lallemand,,,Dry,Saccharomyces cerevisiae var. diastaticu,,,,,,,74.7127,,Low,15,35,Saison,"LalBrew Belle Saison is a Belgian-style ale yeast selected specifically for its ability to create Saison-style beers. Belle Saison is a diastaticus strain that allows the brewers to achieve the high attenuation characteristic of this classic style. Designed for warm-temperature fermentation true to traditional Farmhouse production methods, beers brewed with LalBrew Belle Saison are fruity, spicy and refreshing."
22c4eb50-5af1-40e4-9cc3-2755b2f28322,LalBrew BRY-97,Lallemand,BRY-97,,Dry,Saccharomyces cerevisiae,,,,,,11,68.9655,,High,15,22,"Cream Ale, American Wheat, Scotch Ale, American Pale Ale, American Amber, American Brown, American IPA, American Stout, Russian Imperial Stout, Imperial IPA, Roggen/Rye, Old Ale, American Barleywine","LalBrew BRY-97 is an American West Coast-style ale yeast that was selected from the Siebel Institute Culture Collection for its ability to produce high quality ales. LalBrew BRY-97 is a neutral strain with a high flocculation ability that can be used to make a wide variety of American-style beers. Through expression of a beta-glucosidase enzyme, LalBrew BRY-97 can promote hop biotransformation and accentuate hop flavor and aroma."
39d8f46f-ed99-4e15-af05-0680c0e79856,LalBrew CBC-1,Lallemand,CBC-1,,Dry,Saccharomyces cerevisiae,,,,,,,,,,15,25,"fruit beers, dry cider, mead","LalBrew CBC-1 has been specifically selected from the Lallemand Yeast Culture Collection for its refermentation properties and is recommended for Cask and Bottle Conditioning. LalBrew CBC-1 referments beer efficiently due to its high resistance to alcohol and pressure. The flavor is neutral, therefore the original character of the beer is preserved. The yeast will settle and form a tight mat at the end of refermentation. LalBrew CBC-1 can also be used for primary fermentation of dry ciders or mead. Maltotriose is not metabolized during primary fermentation of beer, so LalBrew CBC-1 is well suited for sweeter fruit beers or fullbodied, malty ales."
022fd975-5692-45aa-ba56-251c5de58d30,LalBrew Diamond Lager,Lallemand,,,Dry,Saccharomyces pastorianus,,,,,,,74.7127,,High,10,15,"Munich Helles, Dortmunder Export, German Pilsner, Bohemian Pilsner, American Pilsner,  Vienna Lager, Oktoberfest/Marzen, Dark American Lager, Munich Dunkel, Schwarzbier, Traditional Bock, Doppelbock, Eisbock, California Common","LalBrew Diamond Lager yeast is a true lager strain originating in Germany. Chosen for its robust character, LalBrew Diamond Lager yeast delivers excellent fermentation performance, and has the ability to  produce clean, authentic lagers."
d21d9eff-09ba-44d5-8d47-e5bd679a1c86,LalBrew Koln,Lallemand,,,Dry,Saccharomyces cerevisiae,,,,,,,66.6667,,Medium High,12,20,"Kolsch, IPA","LalBrew Koln is ideal for brewing traditional Kolsch-style beers and other neutral ales.  The neutral character of this strain accentuates delicate hop aromas while imparting subtle fruity esters.  Through expression of a beta-glucosidase enzyme LalBrew Koln can promote hop biotransformation and accentuate hop flavor and aroma. Colder fermentations will be more neutral in character, while warmer fermentations will have more fruit-forward ester profile."
3e89224b-12e3-46a6-81f7-34eee8f7adcf,LalBrew London,Lallemand,,,Dry,Saccharomyces cerevisiae,,,,,,,74.7127,,Low,18,22,"Pale Ale, Bitters, Mild Ale","LalBrew London is a true English ale strain selected for reliable fermentation performance and moderate  ester production that lets the flavors and aromas of malt and hops shine through. LalBrew London was  selected from the Lallemand yeast culture library, and is an excellent choice for brewing authentic heritage UK styles."
91d52ff5-1aed-4c40-b0dc-036960d92ab1,LalBrew Munich Classic,Lallemand,,,Dry,Saccharomyces cerevisiae,,,,,,,68.9655,,Low,17,22,"Weizen/Weissbier, Dunkelweizen, Weizenbock","LalBrew Munich Classic is a Bavarian wheat beer strain that can easily express the spicy and estery aroma profile typical to German wheat beer styles. This strain is simple to use over a wide range of recipe variations and fermentation conditions, making it a great choice for a number of traditional styles of wheat beer. A true top cropping yeast, LalBrew Munich Classic yeast can be skimmed off the top of classic open fermentation vessels in the traditional manner."
27fb9ca1-98f1-49f0-b852-632a75a4e2e8,LalBrew New England,Lallemand,LB-NE,,Dry,Saccharomyces cerevisiae,,,,,,11,66.6667,,Medium,15,22,"Hazy IPAs, Pale Ales, IPAs","LalBrew New England is an ale strain selected specifically for its ability to produce a unique fruit forward ester profile desired in East Coast styles of beer. A typical fermentation with LalBrew  New England will produce tropical and fruity esters, notably stone fruits like peach. Through expression of a β-glucosidase enzyme, LalBrew New England can promote hop biotransformation and accentuate hop flavor and aroma. LalBrew New England exhibits medium to high attenuation with medium flocculation, making it a perfect choice for East Coast style ales."
85037c7c-7e47-4104-a09b-0ed4eca60b4e,LalBrew Nottingham,Lallemand,,,Dry,Saccharomyces cerevisiae,,,,,,,74.7127,,High,10,22,"Golden Ale, Kolsch, Lagers, IPA, Imperial Stout, Pale Ales, Ambers, Porters, Stouts, Barleywines","LalBrew Nottingham is an English style ale yeast selected for its high performance and versatility for a wide variety of styles and fermentation conditions. Traditional styles brewed with this yeast include but are not limited to Pale Ales, Ambers, Porters, Stouts and Barleywines. LalBrew Nottingham is a relatively neutral ale strain that is stress tolerant making it a good choice for high gravity, sour and other challenging fermentation conditions."
726989b3-b82c-4e67-8d35-d9f5d5e30d60,LalBrew Voss,Lallemand,,Kveik,Dry,Saccharomyces cerevisiae,,,,,,,68.9655,,Very High,25,40,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","Kveik is a Norwegian word meaning yeast. In the Norwegian farmhouse tradition, kveik was preserved by drying and passed from generation to generation. Kveik is the original, traditional dried yeast! The LalBrew Voss strain was obtained from Sigmund Gjernes (Voss, Norway), who has maintained this culture using traditional methods since the 1980s and generously shared it with the wider brewing community. LalBrew Voss supports a wide range of fermentation temperatures between 25-40°C (77-104°F) with a very high optimal range of 35-40°C (95-104°F). Very fast fermentations are achieved within the optimal temperature range with full attenuation typically achieved within 2-3 days. The flavor profile is consistent across the entire temperature range: neutral with subtle fruity notes of orange and citrus. Flocculation is very high producing clear beers without filtration or use of process aids."
e76a316b-2ced-4cb3-a30a-e96871a85e72,LalBrew Windsor,Lallemand,,,Dry,Saccharomyces cerevisiae,,,,,,,66.6667,,Low,15,22,"Pale Ale, Milds, Bitters, Irish Reds, English Brown Ales, Porters, Sweet Stouts","LalBrew Windsor ale yeast is a true English strain that produces a balanced fruity aroma and imparts a slight fresh yeasty flavor. Beers created with Windsor are usually described as full-bodied, fruity English ales. Brewers choose LalBrew Windsor to produce beers that range from Pale Ale to Porter with moderate alcohol levels and the flavor and aroma characteristics of the best traditional ales."
2f6b204e-91a5-472b-9dd9-e53614e1f645,LalBrew Wit,Lallemand,,,Dry,Saccharomyces cerevisiae,,,,,,,57.4713,,Medium High,17,22,"Belgian Witbier, American Wheat, Berliner Weiss, Gose, Hefeweizen, Dunkelweis, Weizenbock","LalBrew Wit yeast is a relatively neutral strain which can be used to produce a wide variety of wheat beer styles. Ester and phenol production is lower than for traditional hefeweizen strains such as Munich Classic. LalBrew Wit provides a baseline profile of banana and spice aromas, but leaves space for the brewer to showcase other spice additions typical of Belgian style beers."
7cbfbfa0-ddd7-44c2-884b-a2b51150785f,Prise de Mousse Wine Yeast,Lallemand,EC-1118,,Dry,Saccharomyces cerevisiae var. bayanus,,,,,,18,74.7127,,Medium High,10,30,"Wine, Cider, Champagne","Lalvin EC-1118 is the perfect yeast for sparkling, fruity wines or to make cider. Ideal for low temperature fermentation and fast fermentation. Lalvin EC-1118 (AKA Prise de Mousse / Saccharomyces bayanus) Champagne yeast is a low foaming, vigorous and fast fermenter good for both reds and whites. It is also ideal for ciders and sparkling wines. A very competitive yeast that will inhibit wild yeasts. It will restart stuck fermentations because of good alcohol and sulfite tolerance. EC-1118 yeast is a very neutral strain that will have very little effect on the varietal character of the grape. A popular strain that ferments fully and flocculates well producing compact lees. Good for cooler fermentations. Champagne, dry reds, whites, ciders and sparkling."
68459ea5-5f89-412c-82dd-519354d3dd64,Sourvisiae,Lallemand,,,Dry,Saccharomyces cerevisiae,,,,,,,68.9655,,Medium High,15,22,"Brett, Sour, Farmhouse","Sourvisiae is a bioengineered ale yeast strain (Saccharomyces cerevisiae) capable of producing lactic acid during fermentation to provide brewers with an easy, reproducible, and mono-culture product for sour-style beer production. Sourvisiae contains a single genetic modification, a lactate dehydrogenase gene from a food microorganism, which enables the yeast to produce high levels of lactic acid, the main compound that gives sour beers their flavor. Sourvisiae allows the brewer to ferment and sour the beer in one simple step, reducing cross-contamination risks, lowering costs, cutting total process time, and allowing brewers to obtain a consistent product. The brewing process is conducted without any modifications; Sourvisiae is pitched just like conventional yeast and ferments in a normal fermentation time. Sourvisiae does not produce other flavor compounds associated with Brettanomyces, Lachancea, or Lactic Acid Bacteria, providing a cleaner and more reproducible souring process, with much shorter fermentation times."
92486e86-3229-4b94-bd4d-555737f2def2,WildBrew Philly Sour,Lallemand,,,Dry,Lachancea spp,,,,,,,74.7127,,High,20,25,"Berliner Weiss, Gose, American Lambic Style, American Wild Ales, Sour IPAs","WildBrew Philly Sour is a unique species of Lachancea selected from nature by University of the Sciences in Philadelphia, PA, USA. Philly Sour produces moderate amounts of lactic acid in addition to ethanol in one simple fermentation step. This first yeast in the WildBrew series is a great choice for innovative, sessionable sour beers with refreshing acidity and notes of stone fruit. With high attenuation, high flocculation and good head retention, WildBrew Philly Sour has resistance to hops which make it perfect for Sour IPA's."
